155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,
155,0,0,0,0,0,155,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,55,0,155,
155,0,0,221,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,155,0,0,0,0,0,162,55,65,155,
155,0,0,0,0,0,155,0,0,0,0,147,135,135,135,135,135,135,135,135,135,123,0,0,0,135,135,135,135,135,155,201,100,76,0,0,147,135,135,155,
155,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,198,155,
155,201,0,209,0,193,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,155,
155,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,155,0,100,76,0,0,0,0,0,155,
155,193,0,201,0,209,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,155,0,0,0,0,0,0,0,0,155,
155,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,155,0,0,0,0,0,0,0,209,155,
155,209,0,193,0,201,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,155,0,0,0,0,0,100,76,0,155,
155,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,155,
155,201,0,193,0,209,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,88,155,209,0,0,0,0,0,0,0,155,
155,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,100,76,0,0,0,0,0,155,
155,193,0,209,0,201,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,155,
155,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,147,135,135,135,135,135,135,135,123,0,0,155,0,0,0,0,0,0,0,209,155,
155,209,0,201,0,193,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,100,76,0,155,
155,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,155,
155,209,0,193,0,201,155,44,0,44,0,44,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,155,209,0,0,0,0,0,0,0,155,
155,0,0,0,0,0,155,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,135,123,0,0,0,155,0,100,76,0,0,0,0,0,155,
155,201,0,209,0,193,155,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,155,0,55,0,0,0,155,0,0,0,0,0,0,0,0,155,
155,0,0,0,0,0,155,0,0,0,0,0,209,29,0,0,0,112,0,0,0,0,0,0,155,0,55,0,0,0,155,0,0,0,0,0,0,0,209,155,
155,193,0,201,0,209,155,0,0,0,0,193,29,0,0,0,0,0,0,0,0,0,0,0,155,55,147,135,135,135,155,0,0,0,0,0,100,76,0,155,
155,0,0,0,0,0,155,0,0,0,193,29,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,155,0,0,0,0,0,0,0,0,155,
155,0,0,0,0,0,155,0,0,201,29,0,0,0,135,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,155,0,0,162,0,0,0,0,0,155,
155,0,0,44,0,0,155,0,201,29,0,0,0,135,155,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,155,201,135,135,0,0,0,0,0,155,
155,0,0,0,0,0,0,0,29,0,0,0,135,155,155,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,155,193,155,155,0,0,0,0,0,155,
155,0,0,0,0,0,0,0,0,0,0,135,155,155,155,0,0,0,0,0,0,0,0,0,155,8,8,135,0,0,155,209,155,155,0,0,0,0,198,155,
155,0,0,0,0,0,0,0,0,0,135,155,155,155,155,0,0,0,0,0,0,0,0,0,155,8,8,155,0,0,0,0,0,0,0,0,135,135,8,155,
155,0,0,0,0,0,61,0,0,135,155,155,155,155,155,0,0,0,0,0,0,0,0,0,155,8,8,155,0,0,0,0,0,0,0,0,155,155,155,155,
155,135,135,135,135,135,135,135,135,155,155,155,155,155,155,8,8,8,8,8,8,8,8,8,155,8,8,155,135,135,135,135,8,8,135,135,155,155,155,155,
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
